#C  Rx    Ry       FPS_MEAN         VAR             ST_DEV      ST_ERR     
1   400   300   322.4529165000 19179.1339772117 138.4887503633 97.9263345050
2   400   300   125.7612485000 156.5099250313 12.5103926809 8.8461835004
3   400   300   229.9795755000 2.3058630925 1.5185068628 1.0737465000
4   400   300   123.6084220000 .0587799184 .2424457019 .1714349998
