1   400   300   173.5659283334 8703.1491124955 93.2906700184 53.8613934501
2   400   300   109.4000600000 138.0967610534 11.7514578267 6.7847073398
3   400   300   69.9929123333 3.4644151792 1.8612939529 1.0746185647
1   400   300   137.2054240000 8048.3524380675 89.7126102511 51.7955996802
2   400   300   113.6358566667 360.8460682072 18.9959487314 10.9673161140
3   400   300   85.6727930000 154.4884479968 12.4293381962 7.1760817537
