1   400   300   1588.3552956666 1209443.3257693928 1099.7469371493 634.9391902288
2   400   300   885.7206880000 396870.9224146756 629.9769221286 363.7173455886
3   400   300   601.5810036666 178924.3931633093 422.9945545315 244.2160199342
1   400   300   501.4227600000 47.7499660410 6.9101350233 3.9895683159
2   400   300   258.4589740000 4.2031094789 2.0501486480 1.1836538738
3   400   300   174.0291086666 .0492105462 .2218345018 .1280762093
